pmid,max_micro_abs_rho,strong_microenvironment_correlation,normal_mucosa_elevation_significant,m0_global_q,m3_global_q,unadjusted_fdr_significant,adjusted_fdr_significant,lost_fdr_significance,classification_v6_standard
34803395,0.5504795280030111,True,False,0.022178665486649186,0.117637253399464,True,False,True,microenvironment_associated_attenuation_standard
34849009,0.918080260327092,True,True,0.3390219587952395,0.4053790219028026,False,False,False,microenvironment_correlated_standard
34901008,0.43226325934772103,True,False,0.4154800509528186,0.3156893229226542,False,False,False,microenvironment_correlated_standard
35023971,0.5106345133771836,True,True,0.07598764124302389,0.3670687303104003,False,False,False,microenvironment_correlated_standard
35027921,0.18716573995836516,False,False,0.13475764887658684,0.3929103497068387,False,False,False,unclassified_standard
35125116,0.56296303945937,True,True,0.005549938975103828,0.01033895806414123,True,True,False,microenvironment_correlated_standard
35127296,0.5432355123540384,True,True,0.05325154908581922,0.08773843640322307,False,False,False,microenvironment_correlated_standard
35169299,0.12136970744337326,False,False,0.002930484619352657,0.043013729469255274,True,True,False,composition_adjustment_persistent_standard
35205125,0.5352185119295518,True,True,0.3807717017003158,0.0731920495742894,False,False,False,microenvironment_correlated_standard
35265613,0.16718358257404084,False,False,0.05325154908581922,0.7473771976872164,False,False,False,unclassified_standard
35281080,0.31332980262454146,False,True,0.4599376051499331,0.4832714136649519,False,False,False,microenvironment_correlated_standard
35299749,0.08908560910429637,False,False,2.0081924225839015e-05,0.00021863959529183413,True,True,False,composition_adjustment_persistent_standard
35300137,0.6448013960891132,True,True,0.2858738917631054,0.743401875765606,False,False,False,microenvironment_correlated_standard
35309900,0.5427922213840728,True,True,0.7102229600847104,0.5933839075246206,False,False,False,microenvironment_correlated_standard
35480865,0.05124742633832719,False,False,0.7313850118385653,0.8598872595441392,False,False,False,unclassified_standard
35593896,0.8935401901218866,True,True,0.3156893229226542,0.27314549034040364,False,False,False,microenvironment_correlated_standard
35626146,0.046772129637022375,False,False,0.875034976862032,0.8228410895511405,False,False,False,unclassified_standard
35646934,0.7517698499870064,True,True,0.0731920495742894,0.6712422802862931,False,False,False,microenvironment_correlated_standard
35669725,0.47084714507359765,True,False,0.7305864110552117,0.9318493505347579,False,False,False,microenvironment_correlated_standard
35730624,0.06816893393454028,False,False,0.12544311138012032,0.3047344351154556,False,False,False,unclassified_standard
35804889,0.7321619312935989,True,True,0.595527636795349,0.9776678779656846,False,False,False,microenvironment_correlated_standard
35846128,0.2790354814654743,False,True,0.8458435848175007,0.9743606456475261,False,False,False,microenvironment_correlated_standard
35918812,0.47138661600366716,True,True,0.8219467244822632,0.5282929155975531,False,False,False,microenvironment_correlated_standard
35949618,0.4390145068357132,True,True,0.04777734995355406,0.31564732401277223,True,False,True,microenvironment_associated_attenuation_standard
35958598,0.7446949199409726,True,True,0.005340203621447906,0.007403954980346776,True,True,False,microenvironment_correlated_standard
36158580,0.34694130772069215,False,False,0.08895674889310591,0.40260261865765773,False,False,False,unclassified_standard
36211359,0.36095660834934534,False,True,0.002930484619352657,0.01922483185576289,True,True,False,microenvironment_correlated_standard
36211821,0.37796504783257534,False,False,0.23385853098752715,0.7239637505980007,False,False,False,unclassified_standard
36300085,0.8112921438543934,True,True,0.23675701051919834,0.09891952416704868,False,False,False,microenvironment_correlated_standard
36358715,0.3204528226506272,False,True,0.4205557860750838,0.9884063010151319,False,False,False,microenvironment_correlated_standard
36428492,0.34582706904827154,False,True,0.5607437167031651,0.4365349039660387,False,False,False,microenvironment_correlated_standard
36455365,0.47920015882024186,True,True,0.4187125123017795,0.7305864110552117,False,False,False,microenvironment_correlated_standard
36468020,0.5682954784012794,True,False,9.466692700453035e-05,0.02089167362137573,True,True,False,microenvironment_correlated_standard
36505302,0.31539890484318506,False,False,0.1518168749992225,0.6818866115770551,False,False,False,unclassified_standard
36527532,0.4304364566439544,True,True,0.930478161917514,0.6100840875145762,False,False,False,microenvironment_correlated_standard
36568387,0.7261286425462534,True,True,0.7238132613925774,0.5851163877018033,False,False,False,microenvironment_correlated_standard
36620542,0.6083555107263776,True,True,0.1135447213455779,0.309936097083354,False,False,False,microenvironment_correlated_standard
36973645,0.7569295040967423,True,True,0.41173145732114935,0.413129865396574,False,False,False,microenvironment_correlated_standard
37138324,0.10396498802836938,False,False,0.6459257187488843,0.764231153548886,False,False,False,unclassified_standard
37152941,0.08210408459644028,False,False,0.23385853098752715,0.33864562488073463,False,False,False,unclassified_standard
37244876,0.6067665376354958,True,True,0.6559598942183095,0.9137520205736573,False,False,False,microenvironment_correlated_standard
37301098,0.5355583786154956,True,True,0.00023912821827833716,0.0010012867738942311,True,True,False,microenvironment_correlated_standard
37379131,0.5973694164373402,True,True,0.4669064542908465,0.37650759526106053,False,False,False,microenvironment_correlated_standard
37423913,0.31568004626502694,False,True,0.5063848913887254,0.8125686029325729,False,False,False,microenvironment_correlated_standard
37455996,0.24990528431813497,False,True,0.6504531709142687,0.6123626100707422,False,False,False,microenvironment_correlated_standard
37578544,0.6940093140426749,True,False,0.00021863959529183413,0.00025318869678467895,True,True,False,microenvironment_correlated_standard
37588995,0.8836216317361808,True,True,0.6179942002969125,0.9251908389167466,False,False,False,microenvironment_correlated_standard
37594617,0.9392047088722006,True,True,0.12221366096931453,0.12221366096931453,False,False,False,microenvironment_correlated_standard
37701108,0.15555613441642654,False,False,0.2936759830836124,0.5851163877018033,False,False,False,unclassified_standard
37740761,0.15500880262423322,False,False,0.8769078982376741,0.4867123471380454,False,False,False,unclassified_standard
37745978,0.8707156374743019,True,True,0.4111298392124881,0.9574327827948695,False,False,False,microenvironment_correlated_standard
37747262,0.7964261746362964,True,True,0.8598872595441392,0.6451825172168593,False,False,False,microenvironment_correlated_standard
37780567,0.0946712911142356,False,True,0.9574327827948695,0.7473771976872164,False,False,False,microenvironment_correlated_standard
37807731,0.12298041350600925,False,False,0.309936097083354,0.7305864110552117,False,False,False,unclassified_standard
37845668,0.5941330532605777,True,False,0.3484685774217434,0.875034976862032,False,False,False,microenvironment_correlated_standard
37849225,0.4048513541799287,True,False,0.0003952029338940719,0.0010502629899710899,True,True,False,microenvironment_correlated_standard
37876438,0.07834077108076379,False,False,0.41983595537436674,0.412171086791175,False,False,False,unclassified_standard
37919060,0.44884397545068166,True,True,0.4154800509528186,0.5669627149165464,False,False,False,microenvironment_correlated_standard
37965307,0.5461401779760838,True,True,0.3758760856657185,0.6608944454748592,False,False,False,microenvironment_correlated_standard
37968767,0.5929886042160731,True,True,0.13475764887658684,0.02455027061204342,False,True,False,microenvironment_correlated_standard
38017469,0.1948929674261287,False,False,0.9743777721781016,0.8904979210422149,False,False,False,unclassified_standard
38049825,0.4761848245902564,True,True,0.11372663007150546,0.16956876416526806,False,False,False,microenvironment_correlated_standard
38073378,0.3277302854972643,False,False,0.008461279759718393,0.09132074283059738,True,False,True,microenvironment_associated_attenuation_standard
38172584,0.2998149768844413,False,False,0.9059104661147406,0.9315695701623173,False,False,False,unclassified_standard
38183115,0.2824099492003345,False,False,0.09921709064485747,0.05839946478701581,False,False,False,unclassified_standard
38217031,0.44810412960372936,True,False,0.05843879486232755,0.05013563717794061,False,False,False,microenvironment_correlated_standard
38273010,0.1573266780089145,False,False,0.040987050161895994,0.32427939416851137,True,False,True,microenvironment_associated_attenuation_standard
38282152,0.05362788035089656,False,False,0.5659679518289314,0.6553772026540157,False,False,False,unclassified_standard
38305808,0.7433793815443605,True,True,0.09213697988612629,0.09787095511551737,False,False,False,microenvironment_correlated_standard
38332160,0.11025845589855973,False,False,0.8764102819516479,0.9375477740791092,False,False,False,unclassified_standard
38333832,0.1800817159737959,False,False,0.2936759830836124,0.3521979730638714,False,False,False,unclassified_standard
38356551,0.7265016481607587,True,True,0.11109250422385712,0.005574744665634022,False,True,False,microenvironment_correlated_standard
38387404,0.4018158283237035,True,False,0.2560288298240451,0.5916875789730984,False,False,False,microenvironment_correlated_standard
38507521,0.08951903546296933,False,True,0.1781666625294091,0.6059235694283235,False,False,False,microenvironment_correlated_standard
38570787,0.18994987236117794,False,False,0.6459257187488843,0.7145307411265877,False,False,False,unclassified_standard
38714517,0.8440557547830263,True,True,0.1523665337140296,0.08744160062263143,False,False,False,microenvironment_correlated_standard
38735911,0.19287488374401457,False,False,0.37650759526106053,0.9928018793158647,False,False,False,unclassified_standard
39033098,0.9068218102856452,True,True,0.20947797418649364,0.20677436894674334,False,False,False,microenvironment_correlated_standard
39033778,0.8452654027427936,True,True,0.009340933180732315,0.00032539208495105024,True,True,False,microenvironment_correlated_standard
39115575,0.08430589666388094,False,False,0.3484685774217434,0.5758004496895578,False,False,False,unclassified_standard
39160525,0.653217913270954,True,True,0.038062925082215544,0.003528883512190072,True,True,False,microenvironment_correlated_standard
39269596,0.11517181524340063,False,False,0.7910604236139818,0.5063848913887254,False,False,False,unclassified_standard
39343809,0.5534013025602674,True,True,0.038062925082215544,0.08896414718777051,True,False,True,microenvironment_associated_attenuation_standard
39368544,0.4667832334901087,True,True,0.021979343708363554,0.0232932815506957,True,True,False,microenvironment_correlated_standard
39380003,0.4626538147222541,True,True,0.05325154908581922,0.20655801691578862,False,False,False,microenvironment_correlated_standard
39432593,0.08927272844975476,False,False,0.04051037364021855,0.23865305958399063,True,False,True,microenvironment_associated_attenuation_standard
39503984,0.6790090936302663,True,True,0.11032087849975669,0.5056217970605079,False,False,False,microenvironment_correlated_standard
39507864,0.31476510356762916,False,False,0.9318493505347579,0.8843538126792552,False,False,False,unclassified_standard
39695796,0.2144150331743795,False,False,0.8142889689001381,0.5206224956930485,False,False,False,unclassified_standard
39708127,0.8306067444963947,True,True,0.8769078982376741,0.4994558340348029,False,False,False,microenvironment_correlated_standard
39739621,0.9404336236508989,True,True,0.44558261604816396,0.4611216787954775,False,False,False,microenvironment_correlated_standard
39749345,0.3288867570367817,False,False,0.05839946478701581,0.11109250422385712,False,False,False,unclassified_standard
39769061,0.3882239353078792,False,False,0.20947797418649364,0.5731345997593005,False,False,False,unclassified_standard
39867879,0.7930678910293382,True,True,0.19486010351312233,0.7145307411265877,False,False,False,microenvironment_correlated_standard
39991573,0.7275545412817027,True,True,0.1523665337140296,0.3120777167304406,False,False,False,microenvironment_correlated_standard
40018511,0.3271328599758502,False,True,0.6059235694283235,0.8395982292015017,False,False,False,microenvironment_correlated_standard
40097551,0.49146988565374167,True,False,0.23385853098752715,0.22304309663588562,False,False,False,microenvironment_correlated_standard
40319103,0.9323600558460305,True,True,0.10361491570967547,0.0052291980571030055,False,True,False,microenvironment_correlated_standard
40330458,0.7761802930344438,True,True,0.7834010600810484,0.2283300833486184,False,False,False,microenvironment_correlated_standard
40348840,0.4583836711089272,True,True,0.23029791607168773,0.7286906182135403,False,False,False,microenvironment_correlated_standard
40376515,0.40004328098204667,True,False,0.007403954980346776,0.017348850695486882,True,True,False,microenvironment_correlated_standard
40427675,0.23523583665313466,False,False,0.7755010880119075,0.875034976862032,False,False,False,unclassified_standard
40442298,0.6900209283893957,True,False,0.03200223153857265,0.008224728038695268,True,True,False,microenvironment_correlated_standard
40500142,0.30357585993978276,False,False,0.007319018929604903,0.117637253399464,True,False,True,microenvironment_associated_attenuation_standard
40589607,0.8478317430244097,True,True,0.20947797418649364,0.7286906182135403,False,False,False,microenvironment_correlated_standard
40626022,0.7948358143344516,True,True,0.09132074283059738,0.4402089747158199,False,False,False,microenvironment_correlated_standard
40703521,0.3439689770305609,False,False,0.09545940366285141,0.2079633804858159,False,False,False,unclassified_standard
40735323,0.24207771525737848,False,False,9.466692700453035e-05,0.0006198027448190332,True,True,False,composition_adjustment_persistent_standard
40779729,0.7433166487819209,True,True,0.6123626100707422,0.2560288298240451,False,False,False,microenvironment_correlated_standard
40867253,0.8128330269652232,True,True,0.05325154908581922,0.09381339181745917,False,False,False,microenvironment_correlated_standard
40918470,0.35744804355472504,False,False,0.1460242174405091,0.8219467244822632,False,False,False,unclassified_standard
40994220,0.21528913021564347,False,True,0.3484685774217434,0.4395596051270794,False,False,False,microenvironment_correlated_standard
41137061,0.5477871056583101,True,True,0.38264521754246633,0.3484685774217434,False,False,False,microenvironment_correlated_standard
41153362,0.6426432040997324,True,True,0.49346534165078454,0.595527636795349,False,False,False,microenvironment_correlated_standard
41198839,0.13992427061218235,False,True,0.23385853098752715,0.9743606456475261,False,False,False,microenvironment_correlated_standard
41216727,0.22616039426385182,False,False,0.22452798370034693,0.3893860468202448,False,False,False,unclassified_standard
41252049,0.38703386243614596,False,False,0.413129865396574,0.73486115109312,False,False,False,unclassified_standard
41337795,0.671553142973052,True,False,0.4250848805862148,0.4293563307224129,False,False,False,microenvironment_correlated_standard
41357226,0.14310992352151825,False,False,0.6247427485342841,0.7136293510567342,False,False,False,unclassified_standard
41388608,0.3846765286062938,False,False,0.9574327827948695,0.5089208898038661,False,False,False,unclassified_standard
41505248,0.39567017548835215,False,False,0.0024569141312613388,0.17473270974510094,True,False,True,microenvironment_associated_attenuation_standard
41507856,0.18922328208565006,False,False,0.595527636795349,0.9733988117985963,False,False,False,unclassified_standard
41533176,0.9057810937942655,True,True,0.059890064203639584,0.03852169005507324,False,True,False,microenvironment_correlated_standard
41582171,0.4164837346431893,True,True,0.9574327827948695,0.8242975458123751,False,False,False,microenvironment_correlated_standard
41584451,0.38292556010183976,False,False,6.867803009000678e-05,0.0040441077690933636,True,True,False,composition_adjustment_persistent_standard
41668898,0.622977947353186,True,False,0.7313850118385653,0.8416161987685472,False,False,False,microenvironment_correlated_standard
41685329,0.3247095565579782,False,False,0.016355019903104423,0.024104905094717036,True,True,False,composition_adjustment_persistent_standard
41715136,0.11664764132519954,False,False,0.37008368773938577,0.3156893229226542,False,False,False,unclassified_standard
41727459,0.7163321587252949,True,True,0.10015956001276662,0.03428351919304731,False,True,False,microenvironment_correlated_standard
41809788,0.25828789189865714,False,False,0.11300705004772896,0.10082137807458716,False,False,False,unclassified_standard
41836241,0.10133560671521083,False,False,0.1135447213455779,0.49400147203401407,False,False,False,unclassified_standard
41836296,0.24872677153776035,False,True,0.3484685774217434,0.09946448388853203,False,False,False,microenvironment_correlated_standard
41862905,0.36174747273282715,False,False,3.677412940151339e-05,0.000227910397903026,True,True,False,composition_adjustment_persistent_standard
41870815,0.5663860595779365,True,True,0.0029723929830222577,0.006022373693157749,True,True,False,microenvironment_correlated_standard
41971137,0.28716777453444425,False,False,0.2858738917631054,0.9030226318295049,False,False,False,unclassified_standard
41981124,0.9551938565667022,True,True,0.41725234032139186,0.8081281036341512,False,False,False,microenvironment_correlated_standard
41992284,0.8733741502176842,True,True,0.9251908389167466,0.49938623284096506,False,False,False,microenvironment_correlated_standard
42030617,0.5101126137859793,True,True,0.19559759503355315,0.07237665206921079,False,False,False,microenvironment_correlated_standard
42052292,0.6694647739354775,True,True,0.5063848913887254,0.9481278033152158,False,False,False,microenvironment_correlated_standard
42059994,0.49120724037807356,True,False,0.0076752147761991055,0.06502152282976638,True,False,True,microenvironment_associated_attenuation_standard
42159275,0.9186006185727817,True,True,0.23226072523802768,0.545880224595218,False,False,False,microenvironment_correlated_standard
42164400,0.5399997657154818,True,True,0.005549938975103828,0.0045843791783068775,True,True,False,microenvironment_correlated_standard
42215586,0.12556201310821877,False,False,0.9928018793158647,0.4111298392124881,False,False,False,unclassified_standard
42220482,0.37960072369254594,False,False,3.677412940151339e-05,0.0022383538407350968,True,True,False,composition_adjustment_persistent_standard
42244509,0.26610975798101,False,False,0.7313850118385653,0.8668503013168957,False,False,False,unclassified_standard
42251607,0.6294421963063812,True,False,0.8228410895511405,0.9574327827948695,False,False,False,microenvironment_correlated_standard
42279297,0.6545279028237141,True,True,0.613177628679346,0.1195659173789375,False,False,False,microenvironment_correlated_standard
42319469,0.5416670391584993,True,False,0.09424793202019631,0.10793655537502585,False,False,False,microenvironment_correlated_standard
42371282,0.6495245411491471,True,True,0.3307892842817766,0.05783844271714103,False,False,False,microenvironment_correlated_standard
42421957,0.7916846875646402,True,True,0.4134502539674504,0.9574327827948695,False,False,False,microenvironment_correlated_standard
42436233,0.5882833387640074,True,True,0.043013729469255274,0.37650759526106053,True,False,True,microenvironment_associated_attenuation_standard
42436798,0.2604360651421937,False,False,0.9574327827948695,0.9276693845909458,False,False,False,unclassified_standard
42482080,0.8690366498053743,True,False,0.34302083534883365,0.39278246306361897,False,False,False,microenvironment_correlated_standard
42493447,0.23269061280506695,False,True,0.8967448117381808,0.6343059085095588,False,False,False,microenvironment_correlated_standard
42500328,0.03269332557317244,False,False,0.1691603708769122,0.11300705004772896,False,False,False,unclassified_standard
42555166,0.8713600740339077,True,True,0.6923480878529641,0.4599376051499331,False,False,False,microenvironment_correlated_standard
42576531,0.6269012882257541,True,True,0.4611216787954775,0.8598872595441392,False,False,False,microenvironment_correlated_standard
