pmid,doi,year,journal,title,abstract,pubtypes,authors,screening_reasons,screening_reasons
41230155,10.21037/tau-2025-528,2025,Translational andrology and urology,Identification of molecular subtypes and prognostic risk model of glucocorticoid-related lncRNAs in bladder cancer to evaluate prognosis and immunological characteristics.,"Bladder cancer (BC) heterogeneity presents significant challenges in prognosis and personalized therapy. Long non-coding RNAs (lncRNAs) have been increasingly considered to be critical regulatory elements in tumor biology, and glucocorticoids exert complex effects on tumor biology. This investigation aimed to recognize glucocorticoid-related lncRNAs (GR-lncRNAs) and construct a prognostic signature for BC, elucidating their roles in subtype identification, prognosis, and immune characteristics.We retrieved messenger RNA (mRNA) expression profiles, mutation information, and clinical data for BC from The Cancer Genome Atlas (TCGA) repository. Glucocorticoid-associated genes were identified from GeneCards. Differentially expressed GR-lncRNAs were screened employing limma and Spearman correlation. We utilized univariate Cox regression, the least absolute shrinkage and selection operator (LASSO) method, and multivariate Cox regression analyses to generate the prognostic signature. We performed immune infiltration analysis [single-sample gene set enrichment analysis (ssGSEA), CIBERSORT, ESTIMATE, immunophenoscore (IPS), and Tumor Immune Dysfunction and Exclusion (TIDE)], enrichment analysis [gene set enrichment analysis (GSEA), Gene Ontology (GO), and Kyoto Encyclopedia of Genes and Genomes (KEGG)], tumor mutational burden (TMB) assessment, and drug sensitivity prediction. Furthermore, molecular subtypes relying on GR-lncRNAs were classified through non-negative matrix factorization (NMF) clustering.Seven GR-lncRNAs were identified to establish a prognostic framework with strong predictive capability. Patients with high-risk status had significantly unfavorable survival prognoses, higher immune checkpoint (ICP) expression, and suppressed immune infiltration. Functional enrichment analysis revealed distinct biological processes (BPs) and pathways between risk groups. Two molecular subtypes based on these lncRNAs displayed divergent survival patterns and immune profiles, indicating potential therapeutic implications.Our study presents a novel GR-lncRNA-based prognostic model and molecular subtypes for BC, providing valuable insights into disease heterogeneity and offering potential biomarkers for improved prognostic assessment and personalized therapeutic strategies.Copyright © 2025 AME Publishing Company. All rights reserved.",Journal Article,Yu L; Gao S; Li D; Chen X,non_mrna_title,non_mrna_title
41230137,10.21037/tau-2025-365,2025,Translational andrology and urology,"Integrating transcriptomics, single-cell omics, and deep learning-based histopathological features to identify OLFML3 in bladder cancer.","Bladder cancer (BCa) represents the most common malignancy of the urinary system, characterized by a high recurrence rate, with approximately 61% of patients experiencing recurrence within 1 year post-surgery. Current monitoring methods, such as cystoscopy and urine cytology, are constrained by low sensitivity and patient discomfort. This study employed multi-omics data to investigate the role of OLFML3 in BCa recurrence, with the aim of enhancing the accuracy of recurrence prediction and improving clinical management.This study utilized RNA sequencing (RNA-seq) data and clinical information from The Cancer Genome Atlas (TCGA) to analyze patients with BCa, stratifying them into relapse and non-relapse groups. Weighted gene co-expression network analysis (WGCNA) was performed to identify gene modules associated with 1-year BCa recurrence. Subsequently, univariate Cox regression and least absolute shrinkage and selection operator (LASSO) Cox regression analyses were conducted to select eight prognostic genes, and a risk model was developed and validated in both TCGA and Gene Expression Omnibus (GEO) datasets. Additionally, single-cell RNA sequencing (scRNA-seq) data from Guangdong Provincial Second People's Hospital were analyzed to evaluate gene expression across high and low tumor stromal BCa subtypes and explore the relationship between the expression of these eight genes and clinical features. A deep learning model based on the ResNet50 architecture was developed to predict OLFML3 expression in hematoxylin and eosin-stained images. Statistical analysis was performed using R software (version 4.4.2), with significance set at P<0.05.WGCNA identified gene modules associated with BCa recurrence, with the red module exhibiting a significantly positive correlation with recurrence status. Through univariate and LASSO Cox regression analyses, we selected eight prognosis-related genes. Kaplan-Meier survival analysis demonstrated that these genes effectively differentiated between high- and low-risk groups, with statistically significant survival differences observed in both TCGA and GEO datasets. Further Kaplan-Meier survival analysis of each of the eight genes indicated that high OLFML3 expression was associated with lower survival rates. scRNA-seq revealed differential expression of OLFML3 between high and low tumor stromal subtypes, suggesting that OLFML3 may be a key gene associated with 1-year BCa recurrence. High OLFML3 expression also correlated with BCa invasiveness, grade, and stage. Using a deep learning model based on BCa pathological features, we constructed a random forest (RF) model that successfully predicted high and low OLFML3 expression levels, providing novel insights for the clinical prognosis of BCa recurrence within 1 year.Multi-omics approaches effectively identified the OLFML3 gene as a critical factor potentially associated with 1-year BCa recurrence. Furthermore, a deep learning model based on pathological features was developed to predict OLFML3 expression. Further research is warranted to elucidate its role in BCa recurrence within 1 year.Copyright © 2025 AME Publishing Company. All rights reserved.",Journal Article,Dai F; He Y; Huang X; Lin K; Zheng Z; Qiu X,not_signature_like_title; imaging_or_pathology,not_signature_like_title; imaging_or_pathology
41168438,10.1038/s41598-025-23396-y,2025,Scientific reports,A novel spatial framework to validate arsenic exposure gene expression profiling in bladder cancer using multiplex FISH and AI-powered digital pathology.,"Bladder cancer exhibits marked spatial heterogeneity in gene expression and immune infiltration. In this exploratory pilot study, we integrate multiplex fluorescence in situ hybridization (mFISH) with AI-assisted digital pathology to characterize the spatial distribution of a previously validated three-gene arsenic-responsive risk model (NKIRAS2, AKTIP, HLA-DQA1). Initially identified in arsenic-exposed individuals and associated with bladder cancer risk, this gene panel achieved 94% training and 75% validation AUC in prior genomic models (PMC8760535). We analyzed five bladder tumor specimens using whole-slide mFISH imaging and HoverNet-based nuclear segmentation to quantify gene expression at single-cell resolution. Spatial profiling revealed elevated expression scores in tumor-adjacent regions, with a strong positive correlation to tumor grade (Pearson's r = 0.83). These gene-enriched regions exhibited spatial clustering of tumor cells. Additionally, tumor-infiltrating lymphocyte (TIL) density was inversely correlated with tumor grade, suggesting immune exclusion in high-grade tumors. Our findings demonstrate the feasibility of combining spatial transcriptomics with AI-driven histopathological analysis for biomarker validation. This integrative framework provides a foundation for future population-scale studies leveraging spatial omics to evaluate arsenic-associated gene signatures and assess their relevance in bladder cancer risk stratification and disease progression.© 2025. The Author(s).",Journal Article,Singhal S; Singhal S; Gardner KL; Dikshit A; Doolittle E; Sens D; Sens MA; Miller ML; Aung STH; Singhal SK,not_signature_like_title,not_signature_like_title
41137061,10.1186/s12935-025-04009-0,2025,Cancer cell international,Single-cell stemness analysis highlights Midkine-LRP1 pathway and identifies new bladder cancer subtypes.,"Bladder cancer (BC) is among the ten most common malignant tumors worldwide. Tumor stem cells contribute significantly to postoperative recurrence and disease progression. Understanding stem cell interactions with other tissue cells and developing a prognostic model may improve BC management. Through single-cell RNA sequencing, we identified tumor stem cells in BC tissue. We identified 91 genes specifically upregulated in the stem cell cluster versus other clusters. Of these, 67 whose high expression correlated with poorer patient survival were defined as high-risk stemness genes (HRSGs). Further analysis showed that the MDK-LRP1 axis is the primary communication pathway between stem cells and other cell types, involving 31 of these HRSGs. Based on these 31 HRSGs, patients were stratified into two stemness clusters (ST cluster A and B), with ST cluster B associated with poorer prognosis. We further selected prognosis-related genes from differentially expressed genes between the clusters to construct a risk model. Patients in ST cluster B exhibited higher risk scores, aligning with clinical outcomes. Among the HRSGs, ACTN1 emerged as a key gene, showing elevated expression in patients with poor survival and advanced disease stages. Immunohistochemistry confirmed significantly increased ACTN1 protein levels in BC tissues. Additionally, protein interface analysis indicated that the Cys104 residue of Midkine potentially interacts with both LRP1 and ACTN1 within a 5 Å distance, suggesting a critical interaction site. These findings provide novel insights into stem cell-mediated BC progression and offer potential prognostic and therapeutic targets.© 2025. The Author(s).",Journal Article,Qian C; Qin J; Lin Z; Wang S; Deng A; Li T,not_signature_like_title,not_signature_like_title
41153362,10.3390/genes16101146,2025,Genes,Integrative Analysis of Biomarkers for Cancer Stem Cells in Bladder Cancer and Their Therapeutic Potential.,"Background: Cancer stem cells (CSCs) are key drivers of tumorigenesis and metastasis. However, the precise roles of CSC-associated genes in these processes remain unclear. Methods: This study integrates cancer stem cell biomarkers and clinical data from The Cancer Genome Atlas (TCGA) specific to bladder cancer (BLCA). By combining differentially expressed genes (DEGs) from TCGA-BLCA samples with CSC-related biomarkers, we conducted comprehensive functional analyses and developed an 8-gene prognostic signature through Cox regression, least absolute shrinkage and selection operator (LASSO) analysis, and multivariate Cox regression. This model was validated with GEO datasets (GSE13507 and GSE32894), and the single-cell RNA seq dataset GSE222315 was subsequently analyzed to characterize the signature genes and elucidate their interactions. And a nomogram was created to stratify TCGA-BLCA patients into risk categories. The 'oncoPredict' algorithm based on the GDSC2 dataset assessed drug sensitivity in BLCA. Result: From the TCGA cohort, 665 CSC-related genes were identified, with 120 showing significant differential expression. The 8-gene signature (ALDH1A1, CBX7, CSPG4, DCN, FASN, INHBB, MYC, NCAM1) demonstrated strong predictive power for overall survival in both TCGA and GEO cohorts, as confirmed by Kaplan-Meier and ROC analyses. The nomogram, integrating age, tumor stage and risk scores, demonstrated high predictive accuracy. Additionally, the oncoPredict algorithm indicated varying drug sensitivities across patient groups. Based on retrospective data, we identified a novel CSC-related prognostic signature for BLCA. This finding suggests that targeting these genes could offer promising therapeutic strategies.",Journal Article,Wu J; Liu W,not_signature_like_title,not_signature_like_title
40867253,10.3390/cancers17162624,2025,Cancers,Gene Expression in Muscle-Invasive and Non-Muscle-Invasive Bladder Cancer Cells Exposed to Hypoxia.,"Hypoxic cancers are radioresistant, but biomarkers based on expression of multiple genes can identify patients who will benefit from hypoxia modification. Most studies identifying relevant genes exposed cells in culture to 1% oxygen, which activates hypoxia-inducible factor (HIF). However, oxygen concentrations in hypoxic tumours are heterogeneous ranging from <0.1%. As lower oxygen levels would likely affect transcriptional responses, we aimed to investigate how gene selection at different oxygen levels affects the genes identified and their prognostic capability.Four MIBC (J82, T24, UMUC3, HT1376) and two non-MIBC (RT4, RT112) bladder cancer cell lines were exposed to varying oxygen levels (20%, 1%, 0.2% and 0.1% O2) for 24 h and were then harvested and frozen. RNA was extracted and transcriptomes analysed using Clariom S microarrays. Differences in gene expression were investigated. Prognostic and predictive significance of a published 24-gene signature was compared with one generated from genes identified at lower oxygen levels.The number of upregulated genes increased with decreasing O2 level. The number of biological pathways involved also increased. Differences between cell lines dominated those due to hypoxia. Some genes were commonly upregulated in MIBC and NMIBC cells and others increased exclusively in either MIBC or NMIBC cells. The median expression of a published 24-gene bladder cancer hypoxia-associated signature increased with decreasing oxygen levels. Seventy-seven genes were upregulated in at least three cell lines by exposure to 0.1% O2. The median expression of the 77 genes was of borderline prognostic significance in the bladder cancer cohort in the TCGA (The Cancer Genome Atlas). Five of the seventy-seven genes upregulated by hypoxia were present in the twenty-four-gene bladder hypoxia signature. The median expression of the 5 genes demonstrated identical prognostication to the 24-gene signature but failed to predict benefit from hypoxia modification.The number of genes upregulated by exposure of bladder cancer cells to hypoxia increases as O2 level is decreased from 1% to 0.2% to 0.1%. Differential upregulation of gene expression by MIBC and NMIBC cells and the associated biological pathways may be useful in understanding the genetics of bladder cancer invasiveness. Based on a search of the literature, this is the first study that assessed the expression of genes in bladder cancer using three hypoxic concentration levels to identify biomarkers for disease progression and prognosis among differentially expressed bladder cancer genes.",Journal Article,Shabbir R; Quiles CG; Lane B; Zeef L; Hoskin PJ; Choudhury A; West CML; Smith TAD,not_signature_like_title,not_signature_like_title
40703521,10.3389/fimmu.2025.1604758,2025,Frontiers in immunology,Identification of lactylation-associated immune and metabolic regulators in bladder cancer via integrated bulk and single-cell transcriptomics.,"Lactate-driven metabolic reprogramming and histone lactylation play pivotal roles in bladder cancer (BLCA) progression, yet their underlying mechanisms and regulatory genes remain poorly understood.Using transcriptomic data from The Cancer Genome Atlas (TCGA), we identified lactylation-associated genes and constructed a prognostic signature. Comprehensive bioinformatics analyses were conducted to assess immune infiltration, tumor microenvironment characteristics, and the lactylation landscape at the single-cell level. Furthermore, we performed in vitro experiments to evaluate the biological functions of key lactylation-related genes in BLCA cells.Six lactylation-related hub genes were identified, among which FASN and RUNX2 were significantly upregulated in BLCA and associated with poor prognosis. Single-cell analyses revealed elevated lactylation signatures in tumor epithelial and immune cells. Knockdown of FASN or RUNX2 in BLCA cell lines significantly suppressed cell proliferation, induced apoptosis, and reduced intracellular lactate levels. Correspondingly, global protein lactylation was diminished, with dominant modification signals observed around 40 kDa, indicating a potential set of non-histone proteins as key functional targets.Our study highlights a metabolic-enzymatic axis wherein FASN and RUNX2 regulate lactate-driven protein lactylation in BLCA. These findings provide new insights into the non-histone functions of lactylation and suggest potential therapeutic targets at the intersection of metabolism and tumor immunity.Copyright © 2025 Chen, Sun and Liu.",Journal Article,Chen Y; Sun Y; Liu X,not_signature_like_title,not_signature_like_title
40631135,10.1101/2025.06.28.662140,2025,bioRxiv : the preprint server for biology,Intrinsic higher potency of basal urothelial cells to intermediate and umbrella cells as the cell of origin for bladder cancer.,"Transcriptome profiling of bladder cancer has revealed distinct basal-like and luminal-like molecular subtypes, which may be correlated with pathological subtypes of different patient outcomes. However, whether these molecular subtypes originate from the corresponding cell types in the normal urothelium and whether different cells of origin influence bladder cancer progression remain unclear. Here, we conducted cell-type-specific lineage tracing in CRISPR/Cas9-induced mouse bladder cancer models of Pten and Trp53 targeting. We show that although basal, intermediate, and superficial umbrella cells can all serve as the cell of origin for bladder cancer, transformed umbrella cells were gradually displaced by tumor cells from inner layers, particularly transformed basal cells, which had highest stemness. Histological and single cell RNA-sequencing data comparing basal- and intermediate-cell-induced bladder tumors revealed that basal-induced tumors displayed higher heterogeneity, and contained unique cell clusters including Krt14+Ki67+ highly proliferative basal cells, squamous cell carcinoma, and transitioning cells towards the Gata3+ luminal subtype. Trajectory analysis confirmed the cell lineage differentiation hierarchy uncovered in lineage tracing. Moreover, human bladder cancer molecular subtype signatures were highly enriched in mouse tumor cell clusters of the corresponding cell of origin, and a gene signature derived from the unique basal-induced clusters is predictive of worse patient outcome. Overall, our results support that the basal and luminal molecular subtypes of bladder cancer have the corresponding cells of origin as their basis, and that urothelial basal cells are intrinsically more competitive than intermediate and umbrella cells in generating aggressive bladder cancer subtypes.",Journal Article; Preprint,Yu C; Chu N; Aguirre A; Green J; Xie Q; Knudsen B; Wang ZA,not_signature_like_title,not_signature_like_title
40589607,10.2147/JIR.S519719,2025,Journal of inflammation research,Machine Learning and Experimental Validation Reveal MYH11 as a Novel Prognostic Biomarker and Therapeutic Target in Bladder Cancer.,"Bladder cancer (BCa) is one of the top ten most common cancers, yet its underlying mechanisms remain unclear. This study aimed to explore the potential molecular mechanisms of BCa using multi-omics and single-cell analysis.First, differential analysis of transcriptome data related to BCa from public databases was performed, and a risk model was then developed using 101 different machine learning algorithms to determine prognostic genes, followed by independent prognostic analysis to construct a nomogram. Immune infiltration analysis was performed to explore the impact of prognostic genes on the tumor microenvironment. Metabolomics, proteomics, and post-translational modification data from BCa tumor and adjacent non-tumor tissues were used to explore the relationships between prognostic genes and various omics levels. Finally, single-cell analysis identified key cells involved in BCa pathogenesis, and in vitro experiments validated the expression and function of key genes.The risk model constructed by 8 prognostic genes identified using 101 algorithms effectively predicted the survival outcomes of BCa patients. Furthermore, risk scores, pathological T stage, and pathological N stage were confirmed as independent prognostic factors for the nomogram construction. Interestingly, high-risk patients showed a significantly lower response to PD-L1 treatment, with higher TIDE scores. Omics analysis revealed a close relationship between prognostic genes and proteomics, metabolomics, and post-translational modifications. Specifically, FLNC and MYH11 may influence BCa progression through phosphorylation and succinylation. Single-cell analysis identified fibroblasts as key cells in BCa. Functional experiments showed that MYH11 knockdown promoted cell proliferation, migration, and invasion.This study identified 8 prognostic genes to construct a risk model, and suggest that MYH11 is a potential diagnostic and prognostic biomarker for BCa.© 2025 Tan et al.",Journal Article,Tan Z; Chen X; Fu S; Huang Y; Li H; Gong C; Lv D; Yang C; Wang J; Ding M,not_signature_like_title,not_signature_like_title
40626022,10.3389/fmolb.2025.1602700,2025,Frontiers in molecular biosciences,Epigenetic dysregulation-induced metabolic reprogramming fuels tumor progression in bladder cancer.,"Bladder cancer remains a significant global health challenge with a high mortality rate despite advancements in treatment modalities. Metabolic alterations serve as crucial contributors to cancer progression, particularly influencing tumor aggressiveness and patient outcomes. Therefore, this study aimed to identify and characterize metabolic hubs associated with disease progression and tumor aggressiveness in bladder cancer.DNA methylation, mRNA expression and protein expression, along with clinical data for bladder cancer patients were retrieved from TCGA database. Differentially expressed metabolic hubs among tumor aggressiveness groups and between early vs advanced stage tumors were identified using ANOVA and Student's t-test respectively, whereas survival association of metabolic genes was assessed using an R code. Pathway enrichment, network construction, random walk, transcription factor prediction and gene set enrichment analyses were conducted using DAVID, Cytoscape, Java, ChEA3 and GSEA tools respectively. Validation of the identified gene signature was performed using NCBI GEO datasets.Through a metabolism-targeted differential expression and survival analysis-based approach, we identified 105 metabolic genes, whose expression patterns correlated with tumor aggressiveness and clinical outcomes in bladder cancer patients. Subsequent network construction and random walk analysis refined this list to a seven-gene metabolic signature (Metab-GS), comprising both oncogenic (ALDH1B1, ALDH1L2, CHSY1, CSGALNACT2, GPX8) and tumor suppressors (FBP1, HPGD) hubs. Upstream analysis identified epigenetic modifications, particularly DNA hypermethylation of tumor suppressor metabolic hubs and reduced USF2-NuRD complex activity-driven increased expression of oncogenic metabolic hubs, contributing to glycolytic shift and extracellular matrix remodeling, and establishing an inflammatory tumor microenvironment. Lastly, validation of our findings in multiple independent GEO datasets confirmed that high Metab-GS scores are associated with tumor aggressiveness and progression, advanced disease stage, metastatic spread, disease recurrence, and poor overall and cancer-specific survival in bladder cancer patients.Overall, a seven-gene metabolic signature predicts tumor aggressiveness and poor prognosis in bladder cancer patients, underscoring the potential of targeting the epigenetic dysregulation-induced metabolic reprogramming as a therapeutic strategy for aggressive bladder cancer.Copyright © 2025 Zhang, Fan, Xu, Han, Yu, Yang, Chen and Zhang.",Journal Article,Zhang J; Fan X; Xu X; Han Y; Yu W; Yang B; Chen Y; Zhang S,not_signature_like_title,not_signature_like_title
40511303,10.1016/j.bbrep.2025.102060,2025,Biochemistry and biophysics reports,A comprehensive risk model of disulfidoptosis-related lncRNAs predicts prognosis and therapeutic implications in bladder cancer.,"Disulfidoptosis is an emerging form of regulated cell death; however, the roles of its associated long non-coding RNAs (dr-lncRNAs) in bladder cancer (BLCA) remain poorly characterized. By leveraging the most comprehensive curated dataset of disulfidoptosis-related genes to date, we systematically developed and validated a novel dr-lncRNA signature that elucidates the prognostic significance and immune microenvironmental dynamics in BLCA.The Cancer Genome Atlas (TCGA) database was utilized to extract significant clinical and RNA sequencing data of BLCA patients. Cox and Lasso regression with several variables was used to create a risk model. ROC, Kaplan-Meier, and nomogram analyses were carefully reviewed for validity. The validated study evaluated intricate interactions between functional enrichment, immune cell infiltration, cancer mutation load, and treatment sensitivity. Unsupervised consensus clustering identified subgroup patterns that reflected immune system alterations, medication susceptibility, and prognosis.Nine lncRNAs significantly correlated with prognosis were collectively identified, subsequently forming the basis for constructing a risk model consisting of seven lncRNAs. The model exhibited significant superiority in predicting patient outcomes, effectively distinguishing between high-risk from low-risk individuals. Functional enrichment analysis uncovered their potential involvement in immune-related biological pathways. Patients in the high-risk group exhibited higher tumor mutation burdens, more active immune functions and a higher sensitivity to chemotherapeutic drugs. Variations among BLCA subgroups were identified by consensus cluster analysis, including clinical characteristics, prognosis, lncRNA expression, immune cell infiltration, and immune checkpoint profiles.The dr-lncRNAs-based risk model presents a promising tool for predicting prognosis and guiding personalized immunotherapy and treatment strategies in BLCA patients.© 2025 The Authors.",Journal Article,Zhang Z; Zhong J; Iqbal MS; Zeng Z; Duan X,non_mrna_title,non_mrna_title
40405063,10.1186/s12885-025-14273-y,2025,BMC cancer,Novel Gene expression-based Risk Stratification tool predicts recurrence in Non-muscle invasive Bladder cancer.,"Bladder cancer represents a heterogeneous disease with distinct clinical challenges. Non-muscle invasive bladder cancer (NMIBC) typically presents as indolent and slow-growing, yet a critical clinical challenge remains: identifying which patients will progress to muscle-invasive disease requiring radical interventions. Early detection of progression propensity is essential, as once muscle invasion occurs, the risk of distant metastasis increases substantially, and treatment shifts from conservative TURBT (Transurethral Resection of Bladder Tumor) to aggressive surgical interventions with significant morbidity. Current risk stratification methods fail to adequately predict this transition in approximately 30% of cases, highlighting the urgent need for more accurate prognostic tools.This retrospective study aimed to develop and validate a transcriptomics-based mRNA score for predicting early NMIBC recurrence, comparing its performance against traditional risk stratification methods.We analyzed mRNA expression profiles from primary retrospective NMIBC tumor specimens (n = 25) collected between [2018-2022]. Traditional risk stratification tools, including EORTC scoring, were applied alongside our novel mRNA-based risk score to evaluate predictive accuracy for recurrence.The transcriptomics-based mRNA score demonstrated a median prediction accuracy of 90% across 10,000 resampling iterations for predicting early NMIBC recurrence, significantly outperforming traditional EORTC risk scores. Our comprehensive gene set identified 435 differentially expressed genes associated with recurrence. Kaplan-Meier analysis showed significantly different recurrence-free survival between high and low mRNA risk score groups (Bonferroni corrected p-value < 0.0001).This retrospective analysis confirms that mRNA expression-based risk stratification provides superior predictive accuracy compared to conventional clinicopathologic risk tools. Implementation of this gene signature could potentially reduce over-investigation and improve surveillance cost-effectiveness after TURBT in patients with primary high-risk NMIBC. These findings may transform the clinical management paradigm by enabling more personalized follow-up protocols based on molecular risk assessment.© 2025. The Author(s).",Journal Article,N S; Ps H; P R; Paul L; Veeraiyan D; Narikot A; Veldore V; Tanwar N; Sreekanthreddy P; Goswami H,not_signature_like_title,not_signature_like_title
40402393,10.1007/s12672-025-02646-5,2025,Discover oncology,Establishment of a m6 A-associated lncRNAs-derived risk model for enhanced patient prognosis stratification and personalized therapy approaches in bladder cancer.,"Bladder cancer (BCa) is a leading malignancy in the urinary tract system, often resulting in poor prognosis due to rapid relapse and metastasis, with a low 5-year survival rate. Although the role of N6-methyladenosine (m6A) methylation and long noncoding RNAs (lncRNAs) is implicated in BCa progression, research on how lncRNAs influence BCa prognosis and potential therapeutic interventions remains scarce.RNA expression profiles and gene mutations for 406 BCa patients were retrieved from the The Cancer Genome Atlas (TCGA) database. A comprehensive dataset was established to correlate lncRNAs with 21 identified m6A-associated genes, categorized into writers, erasers, and readers. Pearson correlation analysis between these m6A genes and lncRNAs was performed and a prognostic model derived from m6A-associated lncRNAs was developed. Immune infiltration was analyzed using multiple evaluative methods and the correlation between single nucleotide variant (SNV) mutations and drug sensitivity was assessed for the correlative relationship with the m6A-associated lncRNA-derived risk scores.We identified 3,462 m6A-associated lncRNAslinked to BCa prognosis, of which 238 lncRNAs showed significant associations with overall survival in BCa patients. A m6A-associated lncRNA-derived risk model comprising 26 selected lncRNAs was developed using Least Absolute Shrinkage and Selection Operator (LASSO) Cox regression, where BCa patients with higher m6A-associated lncRNA-derived risk scores had poorer outcomes. The prognostic significance and reliability was validated, with an area under the curve (AUC) value exceeding 0.7 at multiple time points. Additionally, a nomogram integrating clinical features and m6A-associated lncRNA-derived risk scores had enhanced prognostic accuracy over other clinical indicators, with promise for clinical decision-making. A negative correlation was observed between m6A-associated lncRNA-derived risk scores and tumor mutational burden (TMB). Moreover, patients with high m6A-associated lncRNA-derived risk score group showed significant enrichment of regulatory T cells (Tregs), M2 macrophages, and fibroblasts, highlighting the potential involvement of immune and stromal cells in these BCa patients.These findings highlight the prognostic value and clinical relevance of m6A-associated lncRNAs in BCa for future patient stratification and personalized therapy approaches.© 2025. The Author(s).",Journal Article,Chen R; Ye Y; Zheng Y,non_mrna_title,non_mrna_title
40916434,10.2174/0109298665403178250806111943,2025,Protein and peptide letters,Mevalonate Metabolic Reprogramming Drives Cisplatin Resistance in Bladder Cancer: Mechanisms and Therapeutic Targeting.,"Dysregulation of mevalonate metabolism is a hallmark of tumorigenesis and therapy resistance across malignancies, though its role in bladder cancer remains unclear. This study aimed to elucidate its impact on prognosis and cisplatin chemosensitivity in bladder cancer.Transcriptomic data and clinical information of bladder cancer patients were obtained from The Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO) databases. Non-negative matrix factorization (NMF) was used to cluster mevalonate metabolism-related genes into distinct metabolic subtypes (C1 and C2). Associations between mevalonate metabolism, clinical characteristics, immune infiltration, and cisplatin resistance were analyzed using Gene Set Variation Analysis (GSVA), Kaplan-Meier survival analysis, single-sample Gene Set Enrichment Analysis (ssGSEA), and in vitro experiments.NMF clustering classified bladder cancer patients into two metabolic subtypes (C1/C2). The C1, characterized by higher mevalonate metabolism (MVAscore), was associated with a poorer prognosis, shorter overall survival (OS), and higher T-stage and pathological grades. Immune analysis showed lower immune cell infiltration in C1. Immune infiltration analysis revealed significantly lower immune infiltration levels in the C1. Further analysis revealed a positive correlation between mevalonate metabolism and platinum resistance, with a notable increase in mevalonate metabolism observed in cisplatin-resistant bladder cancer cells. In vitro, simvastatin inhibited the proliferation of bladder cancer cells and enhanced their sensitivity to cisplatin.Mevalonate metabolism drives BCa heterogeneity and chemoresistance while suppressing anti-tumor immunity. Its dysregulation serves as both a prognostic biomarker and a target for therapeutic intervention.Mevalonate metabolism contributes to cisplatin resistance in bladder cancer and represents a potential therapeutic target. Simvastatin targeting this pathway enhances the efficacy of cisplatin, providing a novel personalized chemotherapy strategy.Copyright© Bentham Science Publishers; For any queries, please email at epub@benthamscience.net.",Journal Article,Fang Q; You C; Xiao X; Liu Y; Yang W; Li Q; Qing L; Dong Z,not_signature_like_title,not_signature_like_title
39816221,10.21037/tau-24-431,2024,Translational andrology and urology,Construction of a disulfidptosis-associated lncRNA signature to predict prognosis in bladder cancer.,"Bladder cancer (BCa) is the most common neoplasm of the urinary system, and its high rates of progression and recurrence contribute to a generally poor prognosis, especially in advanced cases. It is reported that disulfidptosis is closely related with tumor proliferation. We aimed to construct a disulfidptosis-associated long non-coding RNA (lncRNA) signature that can predict prognosis and immune microenvironment in BCa.We obtained RNA-seq data, clinical information, and mutation data of BCa patients from The Cancer Genome Atlas (TCGA) database. Based on Pearson correlation and uni-Cox regression analysis, we identified disulfidptosis-associated lncRNAs related with overall survival (OS). Then a prognosis signature based on seven disulfidptosis-associated lncRNAs was constructed by least absolute shrinkage and selection operator (LASSO) Cox regression analysis and multi-Cox regression analysis. We performed Gene Ontology (GO), Kyoto Encyclopedia of Genes and Genomes (KEGG), and Gene Set Enrichment Analysis (GSEA) analyses to examine biological functional of differentially expressed genes related to the risk model. We assessed the immune microenvironment and chemotherapeutic response of several drugs. Finally, the quantitative real-time reverse transcription polymerase chain reaction (qRT-PCR) was used to detect the expression level of the disulfidptosis-associated lncRNAs.We established a prognosis signature based on seven disulfidptosis-associated lncRNAs (AP003419.3, AL161891.1, AC234917.3, LINC00536, AL021707.6, AL445649.1 and AC104785.1). According to the signature, all patients were divided in high- and low-risk group and patients in low-risk group showed a significantly better prognosis. Moreover, the risk model was confirmed to be an independent prognostic factor with high accuracy. Immune cells and several immune checkpoints were more active in high-risk group and patients in this group had a higher tumor mutation burden (TMB) that those in low-risk group. The results of qRT-PCR demonstrated that expression level of the lncRNAs were all significantly different between BCa cell lines and normal urinary epithelial cells.The disulfidptosis-associated lncRNA signature is a promising biomarker for predicting prognosis and characterizing the immune landscape in BCa, potentially guiding personalized treatment strategies.2024 AME Publishing Company. All rights reserved.",Journal Article,Wang J; Zheng Q; Jian J; Chen Z; Liu X; Wan S; Wang L,non_mrna_title,non_mrna_title
