pmid,doi,year,journal,title,abstract,pubtypes,authors,revision_screening_reasons
39687628,10.3389/fimmu.2024.1512203,2024,Frontiers in immunology,Prognostic model based on disulfidptosis-related lncRNAs for predicting survival and therapeutic response in bladder cancer.,"With poor treatment outcomes and prognosis, bladder cancer remains a focus for clinical research in the precision oncology era. However, the potential of disulfidptosis, a novel cell death mechanism, and its related long non-coding RNAs to support selective cancer cell killing in this disease is still unclear.We identified key disulfidptosis-related lncRNAs in bladder cancer, constructed a prognostic risk model with potential therapeutic targets, and confirmed the findings through quantitative PCR analysis.We identified five crucial lncRNAs (AC005840.4, AC010331.1, AL021707.6, MIR4435-2HG and ARHGAP5-AS1) and integrated them into a predictive model centered on disulfidptosis-associated lncRNAs. Reliability and validity tests demonstrated that the lncRNA prediction index associated with disulfidptosis effectively discerns patients' prognosis outcomes. Additionally, high-risk patients exhibited elevated expression levels of genes involved in the PI3K-Akt signaling pathway, extracellular matrix organization, and immune escape mechanisms, which are associated with poor prognosis. Notably, high-risk patients demonstrated higher sensitivity to Sorafenib, Oxaliplatin and MK-2206, underscoring the promise of these lncRNAs as precise therapeutic targets in bladder cancer.By revealing the predictive importance of disulfidptosis-associated lncRNAs in bladder cancer, our research offers new perspectives and pinpoints potential therapeutic targets in clinical environments.Copyright © 2024 Han, Yang, Jiang, Zhou, Ge, Yu, Li, Wang and Liu.","Journal Article; Research Support, Non-U.S. Gov't",Han L; Yang H; Jiang X; Zhou Z; Ge C; Yu K; Li G; Wang W; Liu Y,non_mrna_feature
39613992,10.1007/s12672-024-01564-2,2024,Discover oncology,Ferroptosis-related lncRNA AL136084.3 is associated with NUPR1 in bladder cancer.,"LncRNAs are critical regulators of bladder cancer (BLCA), and ferroptosis is a newly discovered cell death responsible for mediating apoptosis and tumorigenesis. The present study aims to establish a prognostic signature of differentially expressed ferroptosis-related lncRNAs (DEFRlncRNAs) and explore the DEFRlncRNA associated with NUPR1 in BLCA.DEFRlncRNAs in BLCA patients were screened using univariate and multivariate Cox and LASSO regression analyses. In vitro experiments were performed to detect the regulatory effects of DEFRlncRNAs on BLCA cells. A prognostic signature of DEFRlncRNAs in BLCA was created and validated. Moreover, we used RNA-binding protein immunoprecipitation (RIP) to evaluate the correlated DEFRlncRNA with NUPR1.A prognostic signature involving 18 DEFRlncRNAs in BLCA was created. Overexpression of AL355353.2 or knockdown of AL136084.3 promoted apoptosis in 5637 and T24 cells in vitro. Results from Starbase database estimated that AL136084.3 was positively associated with NUPR1 (R = 0.229, p < 0.001). RIP analysis revealed the reciprocal binding of NUPR1 and AL136084.3 in BLCA.The identified FRlncRNA pair signature has a good prognostic and clinical predictive value. The ferroptosis-related lncRNA AL136084.3 is correlated with NUPR1 in BLCA.© 2024. The Author(s).",Journal Article,Zhou J; Zhang L; Wu H; Gao SL; Chen XP; Zhang LF; Zhao CP; Wei BB; Bai Y,non_mrna_feature
39624133,10.7717/peerj.18530,2024,PeerJ,Prognosis and immune landscape of bladder cancer can be predicted using a novel miRNA signature associated with cuproptosis.,"Bladder cancer is characterized by a high recurrence rate and mortality, posing a significant challenge to clinical management. Recently, cuproptosis, a novel form of regulated cell death, has been identified as a potential target for therapeutic intervention in various diseases. The contribution of cuproptosis-related microRNAs (miRNAs) in bladder cancer pathogenesis, however, remains largely unexplored. Therefore, the current study aims to construct a miRNA signature related to cuproptosis for predicting the prognosis and facilitating personalized therapeutic strategies in bladder cancer patients.In this study, we retrieved transcriptomic data and clinical information pertaining to bladder cancer from publicly available databases, including the Cancer Genome Atlas (TCGA) and Gene Expression Omnibus (GEO). We identified a set of 19 cuproptosis-related genes through a comprehensive review of relevant literature. Using multivariate Cox regression and LASSO analysis, we constructed a cuproptosis-related miRNA prognostic signature. The Kaplan-Meier (K-M) and receiver operating characteristic (ROC) curves were used to validate the accuracy of prediction. Additionally, we developed a nomogram incorporating clinical characteristics and the miRNA signature to further assess its prognostic value. We evaluated the tumor microenvironment (TME) of every patient using immune ESTIMATE, CIBERSORT, and ssGSEA algorithms. We also investigated the differences in tumor mutation burden (TMB) and drug sensitivity between two groups. Finally, we validated the prognostic value of this miRNA signature using the OncomiR dataset.We developed a panel of eight cuproptosis-associated miRNAs to serve as a prognostic signature. The predictive validity of this signature was determined using Kaplan-Meier and ROC curves, and was found to be acceptable in both the TCGA training, test and total dataset. The prognostic value of this signature was confirmed by univariate and multivariate Cox regression analysis, indicating its applicability as a prognostic factor. The immune cell infiltration was significantly associated with an immunosuppressive phenotype of TME in the high-risk group of patients; meanwhile, patients in the high-risk group had a lower TMB resulted in shorter survival. Notably, higher estimate scores and IC50 value for chemotherapy drugs were observed in the high-risk group, indicating poor response to immune therapy and chemotherapy.© 2024 Zhang et al.",Journal Article,Zhang Z; Liu F; Yu Y; Xie F; Zhu T,non_mrna_feature
39550498,10.1038/s41598-024-80026-9,2024,Scientific reports,A redox-related lncRNA signature in bladder cancer.,"The redox status is intricately linked to the development and progression of cancer, a process that can be modulated by long non-coding RNAs (lncRNAs). Previous studies have demonstrated that redox regulation can be considered a potential therapeutic approach for cancer. However, the redox-related lncRNA predictive signature specific to bladder cancer (BCa) has yet to be fully elucidated. The purpose of our study is to establish a redox-related lncRNA signature to improve the prognostic prediction for BCa patients. To achieve this, we downloaded transcriptome and clinical data from the Cancer Genome Atlas (TCGA) database. Prognostic redox-related lncRNAs were identified through univariate Cox regression, least absolute shrinkage and selection operator (LASSO) regression, and multivariate Cox regression analysis, resulting in the establishment of two risk groups. A comprehensive analysis corresponding to clinical features between high-risk and low-risk groups was conducted. Eight redox-related lncRNAs (AC018653.3, AC090229.1, AL357033.4, AL662844.4, AP003352.1, LINC00649, LINC01138, and MAFG-DT) were selected to construct the risk model. The overall survival (OS) in the high-risk group was worse than that in the low-risk group (p < 0.001). The redox-related lncRNA signature exhibits superior predictive accuracy compared to traditional clinicopathological characteristics. Gene Set Enrichment Analysis (GSEA) showed that the MAPK signaling pathway and Wnt signaling pathway were enriched in the high-risk group. Compared with the low-risk group, patients in the high-risk group demonstrated increased sensitivity to cisplatin, docetaxel, and paclitaxel. Furthermore, IGF2BP2, a potential target gene of MAFG-DT, was found to be overexpressed in tumor tissues and correlated with overall survival (OS). Our study demonstrated that the predictive signature based on eight redox-related lncRNAs can independently and accurately predict the prognosis of BCa patients.© 2024. The Author(s).",Journal Article,Zhao F; Xie H; Guan Y; Teng J; Li Z; Gao F; Luo X; Ma C; Ai X,non_mrna_feature
39525026,10.21037/tcr-23-2367,2024,Translational cancer research,Identifying functional cuproptosis-related long non-coding RNAs in patients with bladder cancer.,"Bladder cancer is the most common malignancy of the urinary tract and one of the most common cancers in the world. Cuproptosis is a novel type of cell death associated with tumorigenesis. In this study, we assessed the correlation between cuproptosis-related genes and tumorigenesis. Moreover, we constructed a prognostic signature.Pearson correlation analysis and univariate Cox regression were utilized to extract cuproptosis-related long non-coding RNAs (lncRNAs) predicting prognosis in The Cancer Genome Atlas (TCGA) database. The least absolute shrinkage and selection operator (LASSO) Cox regression was utilized to establish a cuproptosizs-related prognostic signature. A nomogram signature was generated to predict individual survival.We obtained 19 cuproptosis-related genes and 14 prognostic cuproptosis-related lncRNAs. We constructed a seven-prognostic risk signature. Time-dependent receiver operating characteristic (ROC) curves demonstrated good predictive power (1-, 3-, and 5-year survival rates of 0.711, 0.673, and 0.684, respectively). The high-risk group reported a worse prognosis than the low-risk group, and the risk signature was identified as an independent factor. The biological process of risk-related genes primarily involved tumorigenesis and migration. The high-risk group expressed high chemokines and T cell inhibition and low antigen-presenting cells.Cuproptosis-related lncRNAs are central to tumorigenesis, providing a novel therapeutic target for patients with bladder cancer. We constructed an individualized predictive signature based on cuproptosis-related lncRNAs.2024 AME Publishing Company. All rights reserved.",Journal Article,Wang Y; Zhao Y; Liu Q; Yang J; Xu Z; Du W; Tang G; Zhang C; Si X; Wang J,non_mrna_feature
39160525,10.1186/s12885-024-12790-w,2024,BMC cancer,Immune checkpoint gene signature assesses immune infiltration profiles in bladder cancer and identifies KRT23 as an immunotherapeutic target.,"In the past few decades, researchers have made promising progress, including the development of immune checkpoint inhibitors (ICIs) in the therapy of bladder cancer (BLCA). Existing studies mainly focus on single immune checkpoint inhibitors but lack relevant studies on the gene expression profiles of multiple immune checkpoints.RNA-sequencing profiling data and clinical information of BLCA patients and normal human bladder samples were acquired from the Cancer Genome Atlas and Gene Expression Omnibus databases and analyzed to identify different expression profiles of immune checkpoint genes (ICGs) after consensus clustering analysis. Based on the 526 intersecting differentially expressed genes, the LASSO Cox regression analysis was utilized to construct the ICG signature.According to the expression of ICGs, BLCA patients were divided into three subtypes with different phenotypic and mechanistic characteristics. Furthermore, the developed ICG signature were independent predictors of outcome in BLCA patients, and was correlated with the immune infiltration, the expression of ICGs and chemotherapeutic effect.This study systematically and comprehensively analyzed the expression profile of immune checkpoint genes, and established the ICG signature to investigate the differences in ICGs expression and tumor immune microenvironment, which will help risk stratification and accelerate precision medicine. Finally, we identified KRT23 as the most critical model gene, and highlighted KRT23 as a potential target to enhance immunotherapy against BLCA.© 2024. The Author(s).",Journal Article,Chen D; Cao H; Zheng X; Wang H; Han Z; Wang W,no_clinical_endpoint
38968515,10.1097/MD.0000000000038750,2024,Medicine,Construction and validation of a prognostic model for bladder cancer based on disulfidptosis-related lncRNAs.,"Bladder cancer (BLCA) is a prevalent and aggressive cancer associated with high mortality and poor prognosis. Currently, studies on the role of disulfidptosis-related long non-coding RNAs (DRLs) in BLCA are limited. This study aims to construct a prognostic model based on DRLs to improve the accuracy of survival predictions for patients and identify novel targets for therapeutic intervention in BLCA management.Transcriptomic and clinical datasets for patients with BLCA were obtained from The Cancer Genome Atlas. Using multivariate Cox regression and least absolute shrinkage and selection operator techniques, a risk prognostic signature defined by DRLs was developed. The model's accuracy and prognostic relevance were assessed through Kaplan-Meier survival plots, receiver operating characteristic curves, concordance index, and principal component analysis. Functional and pathway enrichment analyses, including Gene Ontology, Kyoto Encyclopedia of Genes and Genomes, and Gene Set Enrichment Analysis, were conducted to elucidate the underlying biological processes. Immune cell infiltration was quantified using the CIBERSORT algorithm. Differences and functions of immune cells in different risk groups were evaluated through single-sample Gene Set Enrichment Analysis. The Tumor Immune Dysfunction and Exclusion predictor and tumor mutational burden (TMB) assessments were utilized to gauge the likelihood of response to immunotherapy. Drug sensitivity predictions were made using the Genomics of Drug Sensitivity in Cancer database.A robust 8-DRL risk prognostic model, comprising LINC00513, SMARCA5-AS1, MIR4435-2HG, MIR4713HG, AL122035.1, AL359762.3, AC006160.1, and AL590428.1, was identified as an independent prognostic indicator. This model demonstrated strong predictive power for overall survival in patients with BLCA, revealing significant disparities between high- and low-risk groups regarding tumor microenvironment, immune infiltration, immune functions, TMB, Tumor Immune Dysfunction and Exclusion scores, and drug susceptibility.This study introduces an innovative prognostic signature of 8 DRLs, offering a valuable prognostic tool and potential therapeutic targets for bladder carcinoma. The findings have significant implications for TMB, the immune landscape, and patient responsiveness to immunotherapy and targeted treatments.Copyright © 2024 the Author(s). Published by Wolters Kluwer Health, Inc.",Journal Article; Validation Study,Yang X; Zhang Y; Liu J; Feng Y,non_mrna_feature
38907134,10.1007/s12672-024-01108-8,2024,Discover oncology,"A novel mitochondrial-related lncRNA signature mediated prediction of overall survival, immune landscape, and the chemotherapeutic outcomes for bladder cancer patients.","To develop a prognostic risk model for Bladder Cancer (BLCA) based on mitochondrial-related long non-coding RNAs (lncRNAs).Transcriptome and clinical data of BLCA patients were retrieved from the TCGA database. Mitochondrial-related lncRNAs with independent prognostic significance were screened to develop a prognostic risk model. Patients were categorized into high- and low-risk groups using the model. Various methods including Kaplan-Meier (KM) analysis, ROC curve analysis, Gene Set Enrichment Analysis (GSEA), immune analysis, and chemotherapy drug analysis were used to verify and evaluate the model.A mitochondrial-associated lncRNA prognostic risk model with independent prognostic significance was developed. High-risk group (HRG) patients exhibited significantly shorter survival periods compared to low-risk group (LRG) patients (P < 0.01). The risk score from the model was an independent predictor of BLCA prognosis, correlating with tumor grade, pathological stage, and lymph node metastasis (P < 0.05). The HRG showed significant positive correlations with high expressions of immune checkpoints (CTLA4, LAG3, PD-1, TIGIT, PD-L1, PD-L2, and TIM-3) and lower IC50 for chemotherapy drugs (cisplatin, docetaxel, paclitaxel, methotrexate, and vinblastine) (P < 0.001).The mitochondrial-related lncRNA-based prognostic risk model effectively predicts BLCA prognosis and can guide individualized treatment for BLCA patients.© 2024. The Author(s).",Journal Article,Xiong H; Lin C; Huang X; Wang H,non_mrna_feature
38701267,10.1097/MD.0000000000038005,2024,Medicine,Identification of cuproptosis-related long non-coding RNA and construction of a novel prognostic signature for bladder cancer: An observational study.,"Bladder Urothelial Carcinoma (BLCA), a prevalent and lethal cancer, lacks understanding regarding the roles and prognostic value of cuproptosis-related lncRNAs (CRLs), a novel form of cell death induced by copper. We collected RNA-seq data, clinical information, and prognostic data for 414 BLCA samples and 19 matched controls from The Cancer Genome Atlas. Using multivariate and univariate Cox regression analyses, we identified CRLs to create a prognostic signature. Patients were then divided into low- and high-risk groups based on their risk scores. We analyzed overall survival using the Kaplan-Meier method, evaluated stromal and immune scores, and explored functional differences between these risk groups with gene set enrichment analysis. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) analyses were also conducted to understand the links between CRLs and BLCA development. We developed a prognostic signature using 4 independent CRLs: RC3H1-IT1, SPAG5-AS1, FAM13A-AS1, and GNG12-AS1. This signature independently predicted the prognosis of BLCA patients. High-risk patients had worse outcomes, with gene set enrichment analysis revealing enrichment in tumor- and immune-related pathways in the high-risk group. Notably, high-risk patients exhibited enhanced responses to immunotherapy and conventional chemotherapy drugs like sunitinib, paclitaxel, and gemcitabine. The independent prognostic signature variables RC3H1-IT1, SPAG5-AS1, FAM13A-AS1, and GNG12-AS1 predicted the prognoses of BLCA patients and provided a basis for the study of the mechanism of CRLs in BLCA development and progression, and the guidance of clinical treatments for patients with BLCA.Copyright © 2024 the Author(s). Published by Wolters Kluwer Health, Inc.",Journal Article; Observational Study,Ye Z; Liu C; Wu S; Jin X; Lin H; Wang T; Zheng Q; Guo Z,non_mrna_feature
38715622,10.1155/2024/4285171,2024,Genetics research,"Analysis of Bladder Cancer Staging Prediction Using Deep Residual Neural Network, Radiomics, and RNA-Seq from High-Definition CT Images.","Bladder cancer has recently seen an alarming increase in global diagnoses, ascending as a predominant cause of cancer-related mortalities. Given this pressing scenario, there is a burgeoning need to identify effective biomarkers for both the diagnosis and therapeutic guidance of bladder cancer. This study focuses on evaluating the potential of high-definition computed tomography (CT) imagery coupled with RNA-sequencing analysis to accurately predict bladder tumor stages, utilizing deep residual networks. Data for this study, including CT images and RNA-Seq datasets for 82 high-grade bladder cancer patients, were sourced from the TCIA and TCGA databases. We employed Cox and lasso regression analyses to determine radiomics and gene signatures, leading to the identification of a three-factor radiomics signature and a four-gene signature in our bladder cancer cohort. ROC curve analyses underscored the strong predictive capacities of both these signatures. Furthermore, we formulated a nomogram integrating clinical features, radiomics, and gene signatures. This nomogram's AUC scores stood at 0.870, 0.873, and 0.971 for 1-year, 3-year, and 5-year predictions, respectively. Our model, leveraging radiomics and gene signatures, presents significant promise for enhancing diagnostic precision in bladder cancer prognosis, advocating for its clinical adoption.Copyright © 2024 Yao Zhou et al.","Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",Zhou Y; Zheng X; Sun Z; Wang B,non_mrna_feature; imaging_or_pathology
38439961,10.1016/j.isci.2024.109179,2024,iScience,Multiomics profiling of urothelial carcinoma in situ reveals CIS-specific gene signature and immune characteristics.,"Urothelial carcinoma in situ (CIS) is an aggressive phenotype of non-muscle-invasive bladder cancer. Molecular features unique to CIS compared to high-grade papillary tumors are underexplored. RNA sequencing of CIS, papillary tumors, and normal urothelium showed lower immune marker expression in CIS compared to papillary tumors. We identified a 46-gene expression signature in CIS samples including selectively upregulated known druggable targets MTOR, TYK2, AXIN1, CPT1B, GAK, and PIEZO1 and selectively downregulated BRD2 and NDUFB2. High expression of selected genes was significantly associated with CIS in an independent dataset. Mutation analysis of matched CIS and papillary tumors revealed shared mutations between samples across time points and mutational heterogeneity. CCDC138 was the most frequently mutated gene in CIS. The immunological landscape showed higher levels of PD-1-positive cells in CIS lesions compared to papillary tumors. We identified CIS lesions to have distinct characteristics compared to papillary tumors potentially contributing to the aggressive phenotype.© 2024 The Authors.",Journal Article,Anurag M; Strandgaard T; Kim SH; Dou Y; Comperat E; Al-Ahmadie H; Inman BA; Taber A; Nordentoft I; Jensen JB,no_clinical_endpoint
38387404,10.1016/j.ebiom.2024.105032,2024,EBioMedicine,A hypoxia biomarker does not predict benefit from giving chemotherapy with radiotherapy in the BC2001 randomised controlled trial.,"BC2001 showed combining chemotherapy (5-FU + mitomycin-C) with radiotherapy improves loco-regional disease-free survival in patients with muscle-invasive bladder cancer (MIBC). We previously showed a 24-gene hypoxia-associated signature predicted benefit from hypoxia-modifying radiosensitisation in BCON and hypothesised that only patients with low hypoxia scores (HSs) would benefit from chemotherapy in BC2001. BC2001 allowed conventional (64Gy/32 fractions) or hypofractionated (55Gy/20 fractions) radiotherapy. An exploratory analysis tested an additional hypothesis that hypofractionation reduces reoxygenation and would be detrimental for patients with hypoxic tumours.RNA was extracted from pre-treatment biopsies (298 BC2001 patients), transcriptomic data generated (Affymetrix Clariom-S arrays), HSs calculated (median expression of 24-signature genes) and patients stratified as hypoxia-high or -low (cut-off: cohort median).invasive loco-regional control (ILRC); secondary overall survival.Hypoxia affected overall survival (HR = 1.30; 95% CI 0.99-1.70; p = 0.062): more uncertainty for ILRC (HR = 1.29; 95% CI 0.82-2.03; p = 0.264). Benefit from chemotherapy was similar for patients with high or low HSs, with no interaction between HS and treatment arm. High HS associated with poor ILRC following hypofractionated (n = 90, HR 1.69; 95% CI 0.99-2.89 p = 0.057) but not conventional (n = 207, HR 0.70; 95% CI 0.28-1.80, p = 0.461) radiotherapy. The finding was confirmed in an independent cohort (BCON) where hypoxia associated with a poor prognosis for patients receiving hypofractionated (n = 51; HR 14.2; 95% CI 1.7-119; p = 0.015) but not conventional (n = 24, HR 1.04; 95% CI 0.07-15.5, p = 0.978) radiotherapy.Tumour hypoxia status does not affect benefit from BC2001 chemotherapy. Hypoxia appears to affect fractionation sensitivity. Use of HSs to personalise treatment needs testing in a biomarker-stratified trial.Cancer Research UK, NIHR, MRC.Copyright © 2024 The Author(s). Published by Elsevier B.V. All rights reserved.",Randomized Controlled Trial; Journal Article,Smith TAD; West CML; Joseph N; Lane B; Irlam-Jones J; More E; Mistry H; Reeves KJ; Song YP; Reardon M,not_bladder
38268861,10.2147/IJGM.S438501,2024,International journal of general medicine,Cuproptosis-Related lncRNAs Modulate the Prognosis of MIBC by Regulating the Expression Pattern of Immunosuppressive Molecules Within the Tumor Microenvironment.,"Cuproptosis-related gene and long non-coding RNA (lncRNA) modulation of cancer regulation is well-established. This investigation aimed to elucidate the prognostic implications of cuproptosis-associated lncRNAs in muscle-invasive bladder cancer (MIBC).Employing the Cancer Genome Atlas (TCGA) and IMvigor210 cohorts, bioinformatics and statistical analyses probed the prognostic relevance of cuproptosis-related lncRNAs.Co-expression analysis revealed tight associations between lncRNA expression and cuproptosis-linked genes, with 13 cuproptosis-related lncRNAs found to correlate with MIBC prognosis. Lasso regression identified a six-lncRNA prognostic signature, enabling patient stratification into high- and low-risk categories. Tissue validation substantiated differential expression of FAM13A-AS1, GHRLOS, LINC00456, OPA1-AS1, RAP2C-AS1, and UBE2Q1-AS1 between MIBC tumor and normal tissues. Comparative analyses of tumor microenvironments and immune profiles between risk groups disclosed elevated immunosuppressive molecule expression, including programmed cell death-1 (PD-L1) and T-cell immunoglobulin-3 (TIM-3), in high-risk individuals.These findings suggest that cuproptosis-related lncRNAs may modulate the expression of immunosuppressive molecules, thereby influencing MIBC tumorigenesis and progression. Further exploration is warranted to unveil novel therapeutic targets for MIBC based on the expression patterns of cuproptosis-related lncRNAs and their impact on immune responses in the tumor microenvironment.© 2024 Duan et al.",Journal Article,Duan H; Shen Y; Wang C; Xia W; Zhang S; Yu S; Xu D; Cao Q; Liu H; Shen H,non_mrna_feature
38306023,10.3233/CBM-230216,2024,Cancer biomarkers : section A of Disease markers,A risk model based on lncRNA-miRNA-mRNA gene signature for predicting prognosis of patients with bladder cancer.,"We aimed to analyze lncRNAs, miRNAs, and mRNA expression profiles of bladder cancer (BC) patients, thereby establishing a gene signature-based risk model for predicting prognosis of patients with BC.We downloaded the expression data of lncRNAs, miRNAs and mRNA from The Cancer Genome Atlas (TCGA) as training cohort including 19 healthy control samples and 401 BC samples. The differentially expressed RNAs (DERs) were screened using limma package, and the competing endogenous RNAs (ceRNA) regulatory network was constructed and visualized by the cytoscape. Candidate DERs were screened to construct the risk score model and nomogram for predicting the overall survival (OS) time and prognosis of BC patients. The prognostic value was verified using a validation cohort in GSE13507.Based on 13 selected. lncRNAs, miRNAs and mRNA screened using L1-penalized algorithm, BC patients were classified into two groups: high-risk group (including 201 patients ) and low risk group (including 200 patients). The high-risk group's OS time ( hazard ratio [HR], 2.160; 95% CI, 1.586 to 2.942; P= 5.678e-07) was poorer than that of low-risk groups' (HR, 1.675; 95% CI, 1.037 to 2.713; P= 3.393 e-02) in the training cohort. The area under curve (AUC) for training and validation datasets were 0.852. Younger patients (age ⩽ 60 years) had an improved OS than the patients with advanced age (age > 60 years) (HR 1.033, 95% CI 1.017 to 1.049; p= 2.544E-05). We built a predictive model based on the TCGA cohort by using nomograms, including clinicopathological factors such as age, recurrence rate, and prognostic score.The risk model based on 13 DERs patterns could well predict the prognosis for patients with BC.",Journal Article,Zhao ZY; Cao Y; Wang HL; Liu LY,non_mrna_feature
37802365,10.1016/j.mvr.2023.104614,2024,Microvascular research,PDGFRA exhibits potential as an indicator of angiogenesis within the tumor microenvironment and is up-regulated in BLCA.,"Bladder cancer (BLCA) is a common type of urogenital malignancy worldwide. The recurrence and metastasis of bladder cancer are closely related to angiogenesis, but the underlying mechanisms are unclear. In this study, we developed a method to predict survival outcomes among BLCA patients, which could be used to guide immunotherapy and chemotherapy. We obtained patient data from The Cancer Genome Atlas (TCGA) and identified angiogenesis-related genes from the GeneCards database. First, we used differential expression analysis and univariate Cox analysis to identify angiogenesis-related genes and used correlation analysis to generate molecular subtypes based on M2 macrophages. Next, we constructed a prognostic signature consisting of four genes (ECM1, EFEMP1, SLIT2, and PDGFRΑ), which was found to be an independent prognostic factor. Higher risk scores were associated with worse overall survival and higher expression of immune checkpoints. We also evaluated immune cell infiltration using the CIBERSORT and ssGSEA algorithms. Additionally, we performed stratification analyses, constructed a nomogram, and predicted chemotherapeutic responses based on the risk signature. Finally, we validated our findings by using qRT-PCR as well as IHC data to detect the expression levels of the four genes at mRNA and protein levels in BLCA patients and obtained results that were consistent with our predictions. Our study demonstrates the utility of a four-gene prognostic signature for prognostication in bladder cancer patients and designing personalized treatments, which could provide new avenues for personalized management of these patients.Copyright © 2023 Elsevier Inc. All rights reserved.",Journal Article,Hou Y; Du W; Wu Q; Chai X; Wang Y; Mi Y; Tian Y; Tang M; Li J; Yan D,single_gene_mechanistic
37625558,10.1016/j.gene.2023.147735,2023,Gene,Comprehensive analysis of N1-methylandenosine regulators and m1A-related mRNAs and lncRNAs as prognostic factors in bladder cancer.,"Bladder cancer (BC) is a lethal malignancy and recurs frequently. m1A plays a vital role in maintaining the biological functions of non-coding RNAs. The Cancer Genome Atlas (TCGA) is a free website from where transcriptome data of BC were obtained. We chose m1A methylation regulators for this study. Six m1A methylation regulator genes have a higher expression in BC tissue compared to normal tissue. The aberrant expression of those m1A regulator genes was remarkably related to BC prognosis and clinicopathological features. First, m1A-related mRNAs and long noncoding RNAs (lncRNAs) were identified. Next, univariate Cox regression, least absolute shrinkage and selection operator (LASSO) Cox regression and multivariate Cox regression were performed to get the optimum RNAs for the development of prognostic signatures. Also, a nomogram with T status, lncRNA risk scores and mRNA risk scores was constructed. It revealed an adequate capacity to predict the overall survival of BC cases in the training set as well as in the testing set and in the total TCGA cohort. In conclusion, m1A methylation regulator genes played an important role in predicting the overall survival of BC patients. In addition, m1A-related lncRNAs and mRNAs illustrated underlying mechanisms of tumorigenesis and development of BC.Copyright © 2023. Published by Elsevier B.V.",Journal Article,Luo Q; Huang C; Chen M,non_mrna_feature; not_signature_model
38071230,10.1038/s41598-023-49167-1,2023,Scientific reports,Identification and validation of telomerase related lncRNAs signature to predict prognosis and tumor immunotherapy response in bladder cancer.,"Telomerase allows eukaryotic cells to proliferate indefinitely, an important characteristic of tumor cells. Telomerase-related long no coding RNAs (TERLs) are involved in prognosis and drug sensitivity prediction; however, their association with bladder cancer (BLCA) is still unreported. The objective of this research is to determine a predictive prognostic TERL signature for OS and to provide an efficient treatment option for BLCA. The RNA sequence, clinical information, and mutational data of BLCA patients were acquired from The Cancer Genome Atlas (TCGA) database. With the help of the data from least absolute shrinkage and selection operator (LASSO) regression and Cox regression, a prognostic signature was established including 14 TERLs, which could divide BLCA patients into low-risk (L-R) and high-risk (H-R) cohorts. The time-dependent receiver operating characteristic (ROC) curve demonstrated the greater predictive power of the model. By combing the TERLs-based signature and clinical risk factors (age, sex, grade, and stage), a prognostic nomogram was constructed to forecast the survival rates of patients with BLCA at 1-, 3-, and 5-years, which was well matched by calibration plots C-index and Decision curve analysis (DCA). Furthermore, the L-R cohort showed higher tumor mutation burden (TMB) and lower tumor immune dysfunction and exclusion (TIDE) than the H-R cohort, as well as substantial variability in immune cell infiltration and immune function between the two cohorts was elucidated. As for external validation, LINC01711 and RAP2C-AS1 were identified as poor prognostic factors by survival analysis from the Kaplan-Meier Plotter database, which were validated in BLCA cell lines (EJ, 253J, T24, and 5637) and SV-HUC-1 cells as the control group using qRT-PCR. In addition, interference with the expression of RAP2C-AS1 suppresses the proliferation and migration of BLCA cells, and RAP2C-AS1 could affect the expression of CD274 and CTLA4, which could serve as prognostic markers and characterize the tumor microenvironment in BLCA. Overall, the model based on the 14-TERLs signature can efficiently predict the prognosis and drug treatment response in individuals with bladder cancer.© 2023. The Author(s).",Journal Article,Chen X; Qin Z; Zhu X; Wang L; Li C; Wang H,non_mrna_feature
